univeristy_name,course_type,univeristy_code,course,key,course_code
University of Southampton,4FT Hon MComp,S27,Information Technology in Organisations,S27-G500,G500
University of Southampton,3FT Hon BSc,S27,Information Technology in Organisations,S27-G560,G560
University of Southampton,4FT Hon BA,S27,International Foundation Year,S27-LMV0,LMV0
University of Southampton,4FT Deg BSc,S27,International Marketing,S27-N550,N550
University of Southampton,3FT Hon BSc,S27,International Relations,S27-L250,L250
University of Southampton,3FT Hon BA,S27,Lang / Contemp European Studies / English,S27-R9Q3,R9Q3
University of Southampton,4FT Hon BA,S27,Language and Society (4 years),S27-QL33,QL33
University of Southampton,4FT Hon BA,S27,Language Learning,S27-Q100,Q100
University of Southampton,4FT Hon BA,S27,Languages and Contemporary European Studies,S27-R900,R900
University of Southampton,3FT Hon LLB,S27,Law,S27-M100,M100
University of Southampton,2FT Hon LLB,S27,Law (Accelerated Programme),S27-M101,M101
University of Southampton,4FT Hon LLB,S27,Law (European Legal Studies),S27-M125,M125
University of Southampton,4FT Hon LLB,S27,Law (International Legal Studies),S27-M130,M130
University of Southampton,3FT Hon LLB,S27,Law (Maritime Law),S27-M1M2,M1M2
University of Southampton,3FT Hon BSc,S27,Management,S27-N201,N201
University of Southampton,3FT Hon BSc,S27,Management Sciences,S27-N200,N200
University of Southampton,3FT Hon BSc,S27,Management Sciences and Accounting,S27-NN24,NN24
University of Southampton,4FT Hon BSc,S27,Management Sciences and French,S27-NRF1,NRF1
University of Southampton,4FT Hon BSc,S27,Management Sciences and German,S27-NR22,NR22
University of Southampton,4FT Hon BSc,S27,Management Sciences and Spanish,S27-NR24,NR24
University of Southampton,3FT Hon BSc,S27,Management with Entrepreneurship,S27-N290,N290
University of Southampton,4FT Hon MSci,S27,Marine Biology (4 years),S27-F703,F703
University of Southampton,5FT Hon MMarineBio,S27,Marine Biology with foundation year,S27-F705,F705
University of Southampton,3FT Hon BSc,S27,Marine Biology with Oceanography,S27-F7C1,F7C1
University of Southampton,4FT Hon MEcon,S27,Master of Economics,S27-L101,L101
University of Southampton,4FT Hon MMarBio,S27,Master of Marine Biology with study abroad,S27-F704,F704
University of Southampton,4FT Hon MSci,S27,"Master of Ocean, Earth and Climate Science",S27-F790,F790
University of Southampton,3FT Hon BSc,S27,Mathematical Studies,S27-G120,G120
University of Southampton,3FT Hon BSc,S27,Mathematics,S27-G100,G100
University of Southampton,4FT Hon MMath,S27,Mathematics (4 years),S27-G103,G103
University of Southampton,3FT Hon BSc,S27,Mathematics with Actuarial Science,S27-G1N3,G1N3
University of Southampton,3FT Hon BSc,S27,Mathematics with Astronomy,S27-G1F5,G1F5
University of Southampton,3FT Hon BSc,S27,Mathematics with Biology,S27-G1C1,G1C1
University of Southampton,3FT Hon BSc,S27,Mathematics with Computer Science,S27-G1G4,G1G4
University of Southampton,3FT Hon BSc,S27,Mathematics with Finance,S27-G1NH,G1NH
University of Southampton,4FT Hon BSc,S27,Mathematics with French,S27-G1R1,G1R1
University of Southampton,4FT Hon BSc,S27,Mathematics with German,S27-G1R2,G1R2
University of Southampton,3FT Hon BSc,S27,Mathematics with Music,S27-G1W3,G1W3
University of Southampton,3FT Hon BSc,S27,Mathematics with Physics,S27-G1F3,G1F3
University of Southampton,4FT Hon BSc,S27,Mathematics with Spanish,S27-G1R4,G1R4
University of Southampton,3FT Hon BSc,S27,Mathematics with Statistics,S27-G1G3,G1G3
University of Southampton,3FT Hon BSc,S27,"Maths, Operational Research, Stats & Economics",S27-GL12,GL12
University of Southampton,3FT Hon BEng,S27,Mechanical Engineering,S27-H300,H300
University of Southampton,4FT Hon MEng,S27,Mechanical Engineering (4 years),S27-H301,H301
University of Southampton,4FT Hon MEng,S27,Mechanical Engineering/Advanced Materials,S27-HJ35,HJ35
University of Southampton,4FT Hon MEng,S27,Mechanical Engineering/Aerospace,S27-HH34,HH34
University of Southampton,4FT Hon MEng,S27,Mechanical Engineering/Automotive,S27-H390,H390
University of Southampton,4FT Hon MEng,S27,Mechanical Engineering/Bioengineering,S27-HH38,HH38
University of Southampton,4FT Hon MEng,S27,Mechanical Engineering/Engineering Management,S27-HN32,HN32
University of Southampton,4FT Hon MEng,S27,Mechanical Engineering/Mechatronics,S27-HH37,HH37
University of Southampton,4FT Hon MEng,S27,Mechanical Engineering/Naval Engineering,S27-HH35,HH35
University of Southampton,4FT Hon MEng,S27,Mechanical Engineering/Sustainable Energy Sys,S27-HH32,HH32
University of Southampton,5FT Hon BM,S27,Medicine (5 year),S27-A100,A100
University of Southampton,4FT Hon BM,S27,Medicine - Graduate entry (4 year),S27-A101,A101
University of Southampton,6FT Hon BM,S27,Medicine - Widening access (6 yr) incl Fdn Yr 0,S27-A102,A102
University of Southampton,3FT Hon BMid,S27,Midwifery,S27-B720,B720
University of Southampton,3FT Hon BA,S27,Modern History and Politics,S27-VL12,VL12
University of Southampton,4FT Hon BA,S27,Modern Languages,S27-R990,R990
University of Southampton,3FT Hon BA,S27,Music,S27-W300,W300
University of Southampton,3FT Hon BA,S27,Music and Management Sciences,S27-WN32,WN32
University of Southampton,3FT Hon BSc,S27,Natural Sciences,S27-CFG0,CFG0
University of Southampton,4FT Hon MNatSci,S27,Natural Sciences,S27-FGC0,FGC0
University of Southampton,3FT Hon BN,S27,Nursing (Degree) Adult Branch,S27-B745,B745
University of Southampton,3FT Hon BN,S27,Nursing (Degree) Child Branch,S27-B735,B735
University of Southampton,3FT Hon BN,S27,Nursing (Degree) Mental Health Branch,S27-B760,B760
University of Southampton,2FT GDN PGDipNurse,S27,Nursing (PGDip 2 years) Adult Branch,S27-3010,3010
University of Southampton,2FT GDN PGDipNurse,S27,Nursing (PGDip 2 years) Child Branch,S27-3310,3310
University of Southampton,2FT GDN PGDipNurse,S27,Nursing (PGDip 2 years) Mental Health Branch,S27-3110,3110
University of Southampton,3FT Hon BSc,S27,Occupational Therapy,S27-B920,B920
University of Southampton,3FT Hon BSc,S27,Ocean Chemistry,S27-FF71,FF71
University of Southampton,4FT Hon MOcean,S27,Oceanography,S27-F700,F700
University of Southampton,3FT Hon BSc,S27,Oceanography,S27-F710,F710
University of Southampton,4FT Hon BSc,S27,Oceanography with Foundation Year (4 years),S27-F701,F701
University of Southampton,4FT Hon BSc,S27,Oceanography with French (4 years),S27-F7R1,F7R1
University of Southampton,3FT Hon BSc,S27,Oceanography with Physical Geography,S27-F7F8,F7F8
University of Southampton,4FT Hon MOcean,S27,Oceanography with Study Abroad,S27-F702,F702
University of Southampton,3FT/4SW Hon BSc,S27,Pharmacology,S27-B210,B210
University of Southampton,3FT Hon BA,S27,Philosophy,S27-V500,V500
University of Southampton,3FT Hon BA,S27,Philosophy and History,S27-VV51,VV51
University of Southampton,3FT Hon BA,S27,Philosophy and Mathematics,S27-VG51,VG51
University of Southampton,3FT Hon BA,S27,Philosophy and Politics,S27-VL52,VL52
University of Southampton,3FT Hon BA,S27,Philosophy and Sociology,S27-VL53,VL53
University of Southampton,3FT Hon BSc,S27,Physics,S27-F300,F300
University of Southampton,4FT Hon MPhys,S27,Physics (4 years),S27-F303,F303
University of Southampton,3FT Hon BSc,S27,Physics with Astronomy,S27-F3F5,F3F5
University of Southampton,4FT Hon MPhys,S27,Physics with Astronomy (4 years),S27-F3FM,F3FM
University of Southampton,4FT Hon BSc,S27,Physics with Foundation Year,S27-F301,F301
University of Southampton,3FT Hon BSc,S27,Physics with Mathematics,S27-F3G1,F3G1
University of Southampton,4FT Hon MPhys,S27,Physics with Mathematics (4 years),S27-F3GC,F3GC
University of Southampton,4FT Hon MPhys,S27,Physics with Nanotechnology,S27-F390,F390
University of Southampton,3FT Hon BSc,S27,Physics with Photonics,S27-F368,F368
University of Southampton,4FT Hon MPhys,S27,Physics with Photonics (4 years),S27-F369,F369
University of Southampton,3FT Hon BSc,S27,Physics with Space Science,S27-F3F9,F3F9
University of Southampton,4FT Hon MPhys,S27,Physics with Space Science (4 years),S27-F3FX,F3FX
University of Southampton,3FT Hon BSc,S27,Physiotherapy,S27-B160,B160
University of Southampton,3FT Hon BSc,S27,Podiatry,S27-B985,B985
University of Southampton,3FT Hon BSc,S27,Politics,S27-L200,L200
University of Southampton,4FT Hon BA,S27,Politics & Span (or Portuguese) & Latin Amer St,S27-RL42,RL42
University of Southampton,3FT Hon BSc,S27,Politics and Economics,S27-LL12,LL12
University of Southampton,4FT Hon BA,S27,Politics and French (4 years),S27-LR21,LR21
University of Southampton,4FT Hon BA,S27,Politics and German (4 years),S27-LR22,LR22
University of Southampton,3FT Hon BSc,S27,Politics and International Relations,S27-L260,L260
University of Southampton,3FT Hon BSc,S27,Politics and Sociology,S27-LL32,LL32
University of Southampton,3FT Hon BSc,S27,Population and Geography,S27-L701,L701
University of Southampton,3FT Hon BSc,S27,Psychology,S27-C800,C800
University of Southampton,3FT Hon BEng,S27,Ship Science,S27-J640,J640
University of Southampton,4FT Hon MEng,S27,Ship Science/Advanced Materials (4 years),S27-J644,J644
University of Southampton,4FT Hon MEng,S27,Ship Science/Engineering Management,S27-JN62,JN62
University of Southampton,4FT Hon MEng,S27,Ship Science/Inter-disciplinary,S27-J641,J641
University of Southampton,4FT Hon MEng,S27,Ship Science/Naval Architecture,S27-J642,J642
University of Southampton,4FT Hon MEng,S27,Ship Science/Naval Engineering,S27-H500,H500
University of Southampton,4FT Hon MEng,S27,Ship Science/Yacht and Small Craft,S27-J643,J643
University of Southampton,2FT PMD MSc,S27,Social Work (Postgraduate Entry),S27-L508,L508
University of Southampton,3FT Hon BSc,S27,Sociology,S27-L300,L300
University of Southampton,3FT Hon BSc,S27,Sociology and Social Policy,S27-LL34,LL34
University of Southampton,3FT Hon BEng,S27,Software Engineering,S27-G4G6,G4G6
University of Southampton,4FT Hon MEng,S27,Software Engineering,S27-G600,G600
University of Southampton,4FT Hon MEng,S27,Space Systems Engineering,S27-H400,H400
University of Southampton,3FT Hon BA,S27,Spanish,S27-R400,R400
University of Southampton,4FT Hon BA,S27,Spanish and History (4 years),S27-RV41,RV41
University of Southampton,4FT Hon BA,S27,Spanish and Latin American Studies (4 years),S27-RTK7,RTK7
University of Southampton,4FT Hon BA,S27,Spanish and Portuguese (4 years),S27-RR45,RR45
University of Southampton,4FT Hon BA,S27,Spanish Linguistic Studies (4 years),S27-R401,R401
University of Southampton,4FT Hon BA,S27,Spanish Speaking World,S27-R430,R430
University of Southampton,3FT Hon BSc,S27,Zoology,S27-C300,C300
Somerset College of Arts and Technology,1FT Hon BA,S28,Business Administration (Top-Up),S28-N100,N100
Somerset College of Arts and Technology,2FT Fdg FdA,S28,Business and Management,S28-N101,N101
Somerset College of Arts and Technology,2FT Fdg FdSc,S28,Computing and Internet Technologies,S28-G020,G020
Somerset College of Arts and Technology,3FT Hon BA,S28,Design (Fashion),S28-W230,W230
Somerset College of Arts and Technology,3FT Hon BA,S28,Design (Fashion/Textiles),S28-W221,W221
Somerset College of Arts and Technology,3FT Hon BA,S28,Design (Interior Textiles & Surface Design),S28-W235,W235
Somerset College of Arts and Technology,3FT Hon BA,S28,Design (Interior Textiles),S28-W237,W237
Somerset College of Arts and Technology,3FT Hon BA,S28,Design (Surface Design),S28-W236,W236
Somerset College of Arts and Technology,1FT Hon BA,S28,Design: Advertising (Top-Up),S28-P240,P240
Somerset College of Arts and Technology,1FT Hon BA,S28,Design: Graphics (Top-Up),S28-W214,W214
Somerset College of Arts and Technology,1FT Hon BA,S28,Design: Packaging (Top-Up),S28-JW52,JW52
Somerset College of Arts and Technology,2FT Fdg FdA,S28,Early Childhood Studies,S28-L520,L520
Somerset College of Arts and Technology,1FT Hon BA,S28,Early Childhood Studies,S28-X310,X310
Somerset College of Arts and Technology,2FT Fdg FdSc,S28,Engineering (Design & Manufacture),S28-HH17,HH17
Somerset College of Arts and Technology,2FT Fdg FdEng,S28,Engineering - Automotive,S28-H330,H330
Somerset College of Arts and Technology,2FT Fdg FdA,S28,Engineering Electrical Systems,S28-H620,H620
Somerset College of Arts and Technology,2FT Fdg FdSc,S28,Enterprise in Computer Games Technology,S28-G600,G600
Somerset College of Arts and Technology,2FT Fdg FdA,S28,Fine Art,S28-W100,W100
Somerset College of Arts and Technology,1FT Hon BA,S28,Fine Art (Top-Up),S28-W101,W101
Somerset College of Arts and Technology,2FT Fdg FdA,S28,Graphic Design,S28-W210,W210
Somerset College of Arts and Technology,2FT Fdg FdA,S28,Health & Social Care - Health & Social Care St,S28-L510,L510
Somerset College of Arts and Technology,1FT Hon BSc,S28,Health and Social Care Management (Top-Up),S28-LL45,LL45
Somerset College of Arts and Technology,2FT Fdg FdA,S28,Media Make-Up,S28-W452,W452
Somerset College of Arts and Technology,1FT Hon BA(Hons),S28,Media Make-Up,S28-W45F,W45F
Somerset College of Arts and Technology,2FT Fdg FdSc,S28,Sustainable Development: Construction,S28-H200,H200
Southampton Solent University,3FT Hon BA,S30,Accountancy,S30-N400,N400
Southampton Solent University,4FT Hon BA,S30,Accountancy (International only) Lang LFY,S30-N4QH,N4QH
Southampton Solent University,4FT Hon BA,S30,Accountancy (with Business Foundation),S30-N4N1,N4N1
Southampton Solent University,3FT Hon BA,S30,Accountancy and Finance,S30-NN34,NN34
Southampton Solent University,4FT Hon BA,S30,Accountancy and Finance (with foundation),S30-NN3K,NN3K
Southampton Solent University,4FT Hon BA,S30,Accountancy with International Foundation Year,S30-N4Q3,N4Q3
Southampton Solent University,3FT Hon BA,S30,Advertising,S30-N564,N564
Southampton Solent University,1FT Hon BA,S30,Advertising and Public Relations (Top-Up),S30-PN25,PN25
Southampton Solent University,4FT Hon BA,S30,Advertising with International Foundation Year,S30-N561,N561
Southampton Solent University,3FT Hon BA,S30,Animation,S30-W615,W615
Southampton Solent University,3FT Hon BSc,S30,Applied Sport Science,S30-C602,C602
Southampton Solent University,3FT Hon BA,S30,Architectural Technology,S30-K236,K236
Southampton Solent University,4FT Hon BA,S30,Architectural Technology (with foundation),S30-K238,K238
Southampton Solent University,4FT Hon BA,S30,Architectural Technology with Intl Fdn Yr,S30-K1Q3,K1Q3
Southampton Solent University,3FT Hon BSc,S30,Audio Technology,S30-WH36,WH36
Southampton Solent University,4FT Hon BSc,S30,Audio Technology (with foundation),S30-WHH6,WHH6
Southampton Solent University,1FT Hon BA,S30,Business and Finance (Top-Up),S30-NN13,NN13
Southampton Solent University,2FT HND,S30,Business and Management,S30-102N,102N
Southampton Solent University,1FT Hon BA,S30,Business and Management (Top-Up),S30-NN12,NN12
Southampton Solent University,2FT HND,S30,Business and Marketing,S30-52NN,52NN
Southampton Solent University,1FT Hon BA,S30,Business and Marketing (Top-Up),S30-NN15,NN15
Southampton Solent University,4SW Hon BSc,S30,Business Information Systems,S30-G501,G501
Southampton Solent University,3FT Hon BSc,S30,Business Information Systems,S30-G510,G510
Southampton Solent University,5SW Hon BSc,S30,Business Information Systems (with foundation),S30-G502,G502
Southampton Solent University,4FT Hon BSc,S30,Business Information Systems (with foundation),S30-G511,G511
Southampton Solent University,4SW Hon BSc,S30,Business Information Technology,S30-G562,G562
Southampton Solent University,3FT Hon BSc,S30,Business Information Technology,S30-G593,G593
Southampton Solent University,4FT Hon BSc,S30,Business Information Technology (with Foundn),S30-G594,G594
Southampton Solent University,4FT Hon BSc,S30,Business Information Technology with Intl Fdn Yr,S30-G5Q3,G5Q3
Southampton Solent University,5SW Hon BSc,S30,Business Information Technology(with foundation),S30-G568,G568
Southampton Solent University,3FT Hon BA,S30,Business Management,S30-N200,N200
Southampton Solent University,4FT Hon BA,S30,Business Management (International only) LFY,S30-N201,N201
Southampton Solent University,4FT Hon BA,S30,Business Management (with Business Foundation),S30-N2NC,N2NC
Southampton Solent University,3FT Hon BA,S30,Business Management with Entrepreneurship,S30-N102,N102
Southampton Solent University,3FT Hon BA,S30,Business Management with Finance,S30-N1N3,N1N3
Southampton Solent University,4FT Hon BA,S30,Business Management with Finance (with fdn),S30-N1NH,N1NH
Southampton Solent University,4FT Hon BA,S30,Business Management with International Fdn Yr,S30-N2Q3,N2Q3
Southampton Solent University,3FT Hon BA,S30,Business Management with Psychology,S30-N1C8,N1C8
Southampton Solent University,4FT Hon BA,S30,Business Mgt with Entrepreneurship (with fdn),S30-N191,N191
Southampton Solent University,4FT Hon BA,S30,Business Mgt with Psychology (with Business Fdn),S30-N1CV,N1CV
Southampton Solent University,4SW Hon BA,S30,Business Studies,S30-N100,N100
Southampton Solent University,5SW Hon BA,S30,Business Studies (with Business Foundation),S30-N104,N104
Southampton Solent University,3FT Hon BA,S30,Comedy - Writing and Performance,S30-WW48,WW48
Southampton Solent University,3FT Hon BA,S30,Computer and Video Games,S30-G450,G450
Southampton Solent University,3FT Hon BSc,S30,Computer Games Development,S30-G614,G614
Southampton Solent University,4SW Hon BSc,S30,Computer Games Development (4 years),S30-G615,G615
